Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Método de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Ventas,Cantidad,Descuento,Ganancia,
2966,US-2019-166436,19/05/19,24/05/19,Estándar,VA-21445,Valentina Acuna,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-ET-10002486,Material de oficina,Etiquetas,"Hon Etiquetas para documentos legales, Ajustable",140.16,3,0.2,-11.04,
2967,US-2019-166436,19/05/19,24/05/19,Estándar,VA-21445,Valentina Acuna,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-EL-10000122,Material de oficina,Electrodomésticos,"Breville Frigorífico, Negro",13833.6,5,0.2,-2248.4,
2968,US-2019-166436,19/05/19,24/05/19,Estándar,VA-21445,Valentina Acuna,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-MO-10004237,Mobiliario,Mobiliario,"Advantus Tope para puertas, Premium",436.5,3,0.5,-305.7,
2969,US-2019-166436,19/05/19,24/05/19,Estándar,VA-21445,Valentina Acuna,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-AC-10001202,Tecnología,Accesorios,"SanDisk Memoria USB, Económico",210.88,1,0.2,28.88,
2990,US-2021-161312,05/11/21,07/11/21,Rápido,LM-17995,Lorenzo Mata,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-CO-10003831,Tecnología,Copiadoras,"Sharp Fotocopiadora, Color",3843.8064,3,0.202,-876.9936,
2991,US-2021-161312,05/11/21,07/11/21,Rápido,LM-17995,Lorenzo Mata,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10002102,Mobiliario,Librerías,"Safco Conjunto de estantes, Metal",7063.2,9,0.4,-4591.8,
2992,US-2021-161312,05/11/21,07/11/21,Rápido,LM-17995,Lorenzo Mata,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10002538,Material de oficina,Carpetas,"Wilson Jones Anillas, Duradero",160.8,5,0.2,17.8,
3025,MX-2021-160521,13/09/21,15/09/21,Rápido,OG-19615,Oliver Galindo,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10002361,Material de oficina,Carpetas,"Acco Anillas, Duradero",87.04,2,0.2,13.04,
3026,MX-2021-160521,13/09/21,15/09/21,Rápido,OG-19615,Oliver Galindo,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-CO-10000511,Tecnología,Copiadoras,"Sharp Fotocopiadora personal, Digital",636.4848,1,0.202,109.8848,
3027,MX-2021-160521,13/09/21,15/09/21,Rápido,OG-19615,Oliver Galindo,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10004804,Material de oficina,Suministros,"Kleencut Abrecartas, Azul",432.96,3,0.2,102.36,
3108,US-2022-168998,05/06/22,09/06/22,Estándar,HV-15925,Horacio Valverde,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10004843,Material de oficina,Suministros,"Kleencut Tijeras, Azul",356.64,3,0.2,-26.76,
3109,US-2022-168998,05/06/22,09/06/22,Estándar,HV-15925,Horacio Valverde,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AR-10001755,Material de oficina,Arte,"Boston Lienzos, Metal",585.6,2,0.2,109.6,
3140,MX-2020-122833,26/12/20,02/01/21,Estándar,TR-21280,Tobías Ramírez,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10003652,Mobiliario,Sillas,"Novimex Mecedora, Negro",5504,8,0.2,963.2,
3141,MX-2020-122833,26/12/20,02/01/21,Estándar,TR-21280,Tobías Ramírez,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10000823,Mobiliario,Sillas,"Hon Silla de playa, 2",1516.8,6,0.2,170.4,
3213,MX-2020-125486,15/11/20,19/11/20,Estándar,ED-14065,Elba Durán,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-ET-10001967,Material de oficina,Etiquetas,"Avery Etiquetas para carpetas de archivos, Ajustable",74.88,2,0.2,24.08,
3216,US-2019-163867,11/10/19,18/10/19,Estándar,MV-18310,Marcial Valdés,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-MO-10004315,Mobiliario,Mobiliario,"Eldon Reloj, Duradero",535.5,3,0.5,-439.5,
3246,MX-2021-107153,07/07/21,09/07/21,Rápido,CD-12940,Corina Dueñas,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AR-10001649,Material de oficina,Arte,"Binney & Smith Rotuladores, Tamaños variados",581.76,4,0.2,123.36,
3266,MX-2021-141537,02/02/21,04/02/21,Urgente,NE-19060,Nadal Escalante,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AL-10000301,Material de oficina,Almacenamiento,"Eldon Caja, Industrial",229.12,4,0.2,82.72,
3267,MX-2021-141537,02/02/21,04/02/21,Urgente,NE-19060,Nadal Escalante,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-PA-10004917,Material de oficina,Papel,"Green Bar Material de oficina, Multicolor",531.2,2,0.2,-40,
3268,MX-2021-141537,02/02/21,04/02/21,Urgente,NE-19060,Nadal Escalante,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AL-10004790,Material de oficina,Almacenamiento,"Rogers Casilleros, Azul",2257.28,2,0.2,-479.92,
3269,MX-2021-141537,02/02/21,04/02/21,Urgente,NE-19060,Nadal Escalante,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-ME-10004581,Mobiliario,Mesas,"Chromcraft Mesa de ordenador, Montada",2669.4,3,0.7,-1779.6,
3270,MX-2021-141537,02/02/21,04/02/21,Urgente,NE-19060,Nadal Escalante,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10002556,Material de oficina,Carpetas,"Acco Encuadernadora, Duradero",1682.88,6,0.2,566.88,
3271,MX-2021-141537,02/02/21,04/02/21,Urgente,NE-19060,Nadal Escalante,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-CO-10002334,Tecnología,Copiadoras,"Canon Tinta, Digital",1561.8456,2,0.202,211.0456,
3272,MX-2021-141537,02/02/21,04/02/21,Urgente,NE-19060,Nadal Escalante,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AR-10004857,Material de oficina,Arte,"Boston Rotuladores, Tamaños variados",630.4,4,0.2,117.6,
3273,MX-2021-141537,02/02/21,04/02/21,Urgente,NE-19060,Nadal Escalante,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SO-10000258,Material de oficina,Sobres,"Ames Cierre adhesivo, 50",199.36,2,0.2,-47.44,
3326,MX-2021-168970,20/11/21,26/11/21,Estándar,MS-18295,Marcial Sandoval,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10004189,Material de oficina,Carpetas,"Ibico Cubierta de carpeta, Económico",145.6,2,0.2,40,
3327,MX-2021-168970,20/11/21,26/11/21,Estándar,MS-18295,Marcial Sandoval,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10004358,Material de oficina,Suministros,"Fiskars Cizallas, Azul",508.16,2,0.2,50.56,
3330,MX-2021-112606,20/08/21,25/08/21,Rápido,AP-11650,Avelino Pedroza,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-CO-10003473,Tecnología,Copiadoras,"Brother Fotocopiadora personal, Digital",2274.7788,3,0.202,678.1788,
3331,MX-2021-112606,20/08/21,25/08/21,Rápido,AP-11650,Avelino Pedroza,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10004792,Mobiliario,Sillas,"Hon Mecedora, Rojo",3483.2,5,0.2,-566.8,
3332,MX-2021-112606,20/08/21,25/08/21,Rápido,AP-11650,Avelino Pedroza,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10004843,Material de oficina,Suministros,"Kleencut Tijeras, Azul",594.4,5,0.2,-44.6,
3333,MX-2021-112606,20/08/21,25/08/21,Rápido,AP-11650,Avelino Pedroza,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-MO-10001015,Mobiliario,Mobiliario,"Rubvermaid Bombilla, Duradero",158.7,3,0.5,-92.1,
3334,MX-2021-112606,20/08/21,25/08/21,Rápido,AP-11650,Avelino Pedroza,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10004040,Material de oficina,Carpetas,"Cardinal Anillas, Transparente",102.4,4,0.2,3.2,
3360,MX-2021-169474,20/04/21,25/04/21,Estándar,AG-10450,Anselmo Guardado,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10001211,Material de oficina,Carpetas,"Avery Separadores, Transparente",61.76,2,0.2,12.96,
3361,MX-2021-169474,20/04/21,25/04/21,Estándar,AG-10450,Anselmo Guardado,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10001707,Mobiliario,Sillas,"Novimex Taburete, Ajustable",1780.8,2,0.2,-445.2,
3362,MX-2021-169474,20/04/21,25/04/21,Estándar,AG-10450,Anselmo Guardado,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10004541,Mobiliario,Librerías,"Sauder Librería clásica, Blanco",3508.08,2,0.4,-1403.52,
3404,US-2021-109820,22/11/21,26/11/21,Estándar,VA-21595,Violeta Arnelas,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-AC-10000666,Tecnología,Accesorios,"Belkin Ratón, Programable",675.36,3,0.2,-17.04,
3440,US-2022-135335,22/08/22,29/08/22,Estándar,DS-13165,Dana Sandoval,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-TE-10004798,Tecnología,Teléfonos,"Nokia Base de audio, Al por mayor",1779.52,2,0.2,-422.88,
3470,US-2022-155061,04/09/22,09/09/22,Estándar,LN-17680,Lucas Nazario,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-AC-10002787,Tecnología,Accesorios,"Logitech Tarjeta de memoria, Programable",2796.8,5,0.2,-385.2,
3472,MX-2022-160353,06/11/22,10/11/22,Estándar,MU-18955,Montano Uribarri,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10002909,Material de oficina,Suministros,"Kleencut Cizallas, Acero",738.72,3,0.2,221.52,
3473,MX-2022-104731,08/12/22,11/12/22,Urgente,DT-13675,Dorotea Treviño,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SO-10001681,Material de oficina,Sobres,"GlobeWeis Sobre empresarial, Reciclado",172.16,2,0.2,8.56,
3481,US-2020-156356,26/04/20,28/04/20,Urgente,NS-19465,Noelia Salas,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10003256,Mobiliario,Sillas,"Hon Estora, Negro",1416,5,0.2,-124,
3482,US-2020-156356,26/04/20,28/04/20,Urgente,NS-19465,Noelia Salas,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10002518,Mobiliario,Sillas,"Harbour Creations Silla de playa, Ajustable",1025.76,3,0.2,269.16,
3524,US-2019-163377,27/07/19,29/07/19,Rápido,GC-15085,Genoveva Contreras,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10004970,Mobiliario,Sillas,"SAFCO Estora, Ajustable",2326.24,7,0.2,-437.36,
3525,US-2019-163377,27/07/19,29/07/19,Rápido,GC-15085,Genoveva Contreras,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10002122,Material de oficina,Suministros,"Stiletto Regla, Azul",158.72,2,0.2,11.52,
3560,MX-2020-149216,19/09/20,25/09/20,Estándar,LR-17665,Lope Rodríguez,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-TE-10001255,Tecnología,Teléfonos,"Nokia Teléfono de oficina, Tamaño completo",1062.72,3,0.2,26.52,
3599,MX-2021-129987,11/09/21,15/09/21,Estándar,CF-12280,Cristian Ferro,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10004693,Material de oficina,Suministros,"Acme Regla, Acero",429.6,5,0.2,26.6,
3600,MX-2021-129987,11/09/21,15/09/21,Estándar,CF-12280,Cristian Ferro,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10000984,Mobiliario,Sillas,"Hon Mecedora, Negro",2051.04,3,0.2,717.84,
3601,MX-2021-129987,11/09/21,15/09/21,Estándar,CF-12280,Cristian Ferro,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AR-10000782,Material de oficina,Arte,"Sanford Libreta de dibujo, Al por mayor",976,4,0.2,-85.6,
3602,MX-2021-129987,11/09/21,15/09/21,Estándar,CF-12280,Cristian Ferro,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10000351,Material de oficina,Suministros,"Stiletto Tijeras, Industrial",672.8,5,0.2,100.8,
3603,MX-2021-129987,11/09/21,15/09/21,Estándar,CF-12280,Cristian Ferro,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-PA-10003938,Material de oficina,Papel,"Xerox Resma, Paquete de 12",812.8,5,0.2,-183.2,
3648,US-2020-149818,27/11/20,01/12/20,Estándar,BU-11980,Benito Urrutia,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-AC-10000079,Tecnología,Accesorios,"Memorex Ratón, Negro",454.08,3,0.2,-79.92,
3649,US-2020-149818,27/11/20,01/12/20,Estándar,BU-11980,Benito Urrutia,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-GR-10002137,Material de oficina,Grapas,"Advantus Chinchetas, Metal",146.24,2,0.2,-20.16,
3650,US-2020-149818,27/11/20,01/12/20,Estándar,BU-11980,Benito Urrutia,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SO-10004647,Material de oficina,Sobres,"Kraft Sobre empresarial, 50",438.4,5,0.2,-82.6,
3673,US-2021-128314,16/05/21,21/05/21,Estándar,PC-20020,Penélope Carrero,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SO-10001620,Material de oficina,Sobres,"Jiffy Sobre empresarial, Plateado",293.76,3,0.2,-48.24,
3748,MX-2020-134355,29/11/20,04/12/20,Estándar,GL-15235,Guillermina Lebrón,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-EL-10002496,Material de oficina,Electrodomésticos,"Hoover Horno, Blanco",15109.6,5,0.2,5098.6,
3749,MX-2020-134355,29/11/20,04/12/20,Estándar,GL-15235,Guillermina Lebrón,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10003038,Material de oficina,Suministros,"Elite Abrecartas, Acero",854.4,6,0.2,-213.6,
3803,MX-2021-122245,31/10/21,04/11/21,Rápido,CC-12910,Concordia Cuéllar,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10004242,Material de oficina,Carpetas,"Acco Cubierta de carpeta, Transparente",272.64,4,0.2,84.64,
3804,MX-2021-122245,31/10/21,04/11/21,Rápido,CC-12910,Concordia Cuéllar,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10003132,Mobiliario,Librerías,"Dania Estante de esquina, Metal",2430.6,5,0.4,-405.4,
3805,MX-2021-122245,31/10/21,04/11/21,Rápido,CC-12910,Concordia Cuéllar,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SO-10003238,Material de oficina,Sobres,"Jiffy Sobre empresarial, 50",85.12,1,0.2,16.92,
3806,MX-2021-122245,31/10/21,04/11/21,Rápido,CC-12910,Concordia Cuéllar,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-MÁ-10004618,Tecnología,Máquinas,"Konica Inyección de tinta, Multicolor",3761.28,6,0.7,-2758.32,
3808,MX-2020-110569,14/04/20,21/04/20,Estándar,AR-10990,Anastasia Rosales,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-AC-10002394,Tecnología,Accesorios,"Enermax Tarjeta de memoria, Programable",4944.64,8,0.2,1482.24,
3862,US-2019-162460,10/06/19,14/06/19,Estándar,VZ-21685,Valerio Zayas,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10001265,Material de oficina,Carpetas,"Ibico Separadores, Reciclado",296.64,6,0.2,-26.16,
3910,MX-2021-166989,31/12/21,05/01/22,Estándar,SE-20860,Samuel Escobar,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10000847,Material de oficina,Carpetas,"Ibico Carpeta, Económico",247.68,3,0.2,52.08,
3986,MX-2022-123302,29/12/22,02/01/23,Estándar,CC-12910,Concordia Cuéllar,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-GR-10001907,Material de oficina,Grapas,"OIC Chinchetas, Metal",151.36,2,0.2,9.36,
3987,MX-2022-123302,29/12/22,02/01/23,Estándar,CC-12910,Concordia Cuéllar,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-MO-10001014,Mobiliario,Mobiliario,"Rubvermaid Bombilla, Premium",349.2,6,0.5,-126,
4001,MX-2019-105305,09/12/19,16/12/19,Estándar,SP-20695,Sabino Pérez,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AR-10000761,Material de oficina,Arte,"Boston Bolígrafos, Metal",330.24,4,0.2,74.24,
4015,MX-2022-110653,07/04/22,11/04/22,Estándar,FP-14545,Fátima Pina,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AL-10004341,Material de oficina,Almacenamiento,"Fellowes Estanterías, Tamaño completo",1234.56,4,0.2,385.76,
4016,US-2019-160780,09/10/19,12/10/19,Rápido,BE-11800,Bautista Espino,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-AR-10000148,Material de oficina,Arte,"Stanley Subrayadores, Al por mayor",479.04,6,0.2,-78.96,
4072,US-2021-127173,08/10/21,14/10/21,Estándar,AA-10390,Arturo Anguiano,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10002107,Material de oficina,Carpetas,"Wilson Jones Cubierta de carpeta, Reciclado",61.6,1,0.2,-10.8,
4073,US-2021-127173,08/10/21,14/10/21,Estándar,AA-10390,Arturo Anguiano,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-PA-10000748,Material de oficina,Papel,"SanDisk Cuaderno, Multicolor",333.12,2,0.2,66.32,
4074,US-2021-127173,08/10/21,14/10/21,Estándar,AA-10390,Arturo Anguiano,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-MO-10001856,Mobiliario,Mobiliario,"Tenex Bandeja apiladora, Surtido",168.6,2,0.5,-94.6,
4134,MX-2022-103919,19/05/22,22/05/22,Urgente,SS-20935,Selena Savoya,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-PA-10004177,Material de oficina,Papel,"SanDisk Material de oficina, Multicolor",2391.84,9,0.2,388.44,
4139,MX-2022-125822,04/11/22,05/11/22,Urgente,JO-16735,Jeremías Orozco,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10002518,Mobiliario,Sillas,"Harbour Creations Silla de playa, Ajustable",2393.44,7,0.2,628.04,
4140,MX-2022-125822,04/11/22,05/11/22,Urgente,JO-16735,Jeremías Orozco,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-GR-10000529,Material de oficina,Grapas,"Stockwell Grapas, Al por mayor",172.8,3,0.2,-17.4,
4141,MX-2022-125822,04/11/22,05/11/22,Urgente,JO-16735,Jeremías Orozco,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SO-10003371,Material de oficina,Sobres,"Kraft Cierre adhesivo, Plateado",610.4,5,0.2,106.4,
4142,MX-2022-125822,04/11/22,05/11/22,Urgente,JO-16735,Jeremías Orozco,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-PA-10000633,Material de oficina,Papel,"Eaton Papel de tipo pergamino, Paquete de 12",187.84,2,0.2,37.44,
4143,MX-2022-125822,04/11/22,05/11/22,Urgente,JO-16735,Jeremías Orozco,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-TE-10000050,Tecnología,Teléfonos,"Cisco Cargador, Tamaño completo",6961.92,2,0.2,1218.32,
4205,US-2022-103926,08/03/22,08/03/22,Mismo día,HT-16015,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10004561,Mobiliario,Librerías,"Sauder Estante de esquina, Convencional",1178.4,2,0.4,-294.8,
4206,US-2022-103926,08/03/22,08/03/22,Mismo día,HT-16015,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10001876,Mobiliario,Librerías,"Dania Estante de esquina, Blanco",1495.08,3,0.4,-324.12,
4207,US-2022-103926,08/03/22,08/03/22,Mismo día,HT-16015,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-LI-10001784,Mobiliario,Librerías,"Bush Librería, Negro",499.44,1,0.4,-66.76,
4208,US-2022-103926,08/03/22,08/03/22,Mismo día,HT-16015,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10002795,Mobiliario,Sillas,"SAFCO Silla de playa, Negro",1253.6,5,0.2,-110.4,
4209,US-2022-103926,08/03/22,08/03/22,Mismo día,HT-16015,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-AC-10002784,Tecnología,Accesorios,"Enermax Tarjeta de memoria, Negro",611.2,1,0.2,76.4,
4210,US-2022-103926,08/03/22,08/03/22,Mismo día,HT-16015,Hugo Tomás,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-GR-10003825,Material de oficina,Grapas,"Stockwell Chinchetas, Al por mayor",210.24,3,0.2,5.04,
4298,MX-2022-165505,21/10/22,26/10/22,Rápido,HT-16045,Humberto Torres,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-TE-10001183,Tecnología,Teléfonos,"Motorola Teléfono inteligente, Azul",3460.8,5,0.2,1080.8,
4299,MX-2022-165505,21/10/22,26/10/22,Rápido,HT-16045,Humberto Torres,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-CO-10000495,Tecnología,Copiadoras,"Hewlett Fotocopiadora con fax, Color",2067.4584,2,0.202,590.6584,
4316,US-2022-112907,21/03/22,24/03/22,Urgente,BA-12070,Bianca Arreola,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-MÁ-10004314,Tecnología,Máquinas,"Panasonic Impresora de recibos, Rojo",1888.8,8,0.7,-3778.4,
4317,US-2022-112907,21/03/22,24/03/22,Urgente,BA-12070,Bianca Arreola,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-EL-10001766,Material de oficina,Electrodomésticos,"Breville Batidora, Negro",1434.72,3,0.2,250.92,
4334,US-2020-157161,12/08/20,16/08/20,Estándar,HO-15565,Haydee Ortega,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-GR-10002048,Material de oficina,Grapas,"OIC Cintas de goma, Al por mayor",455.2,5,0.2,-108.8,
4430,MX-2019-133564,14/06/19,21/06/19,Estándar,SP-20950,Silvia Pérez,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-PA-10002931,Material de oficina,Papel,"Green Bar Recordadores, Reciclado",179.84,2,0.2,19.84,
4470,MX-2021-154130,10/05/21,14/05/21,Estándar,ÁM-10765,Álvaro Muñoz,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-GR-10001853,Material de oficina,Grapas,"Advantus Chinchetas, Paquete de 12",277.76,4,0.2,20.16,
4471,MX-2021-154130,10/05/21,14/05/21,Estándar,ÁM-10765,Álvaro Muñoz,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-CO-10002593,Tecnología,Copiadoras,"Brother Fax inalámbrico, Color",12137.58,6,0.202,-2160.42,
4539,MX-2020-112151,04/04/20,11/04/20,Estándar,MR-18820,Millán Rubio,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10002556,Material de oficina,Carpetas,"Acco Encuadernadora, Duradero",560.96,2,0.2,188.96,
4542,MX-2021-141747,28/06/21,05/07/21,Estándar,EG-13735,Edith González,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10004356,Mobiliario,Sillas,"Hon Estora, Ajustable",3713.28,12,0.2,137.28,
4543,MX-2021-141747,28/06/21,05/07/21,Estándar,EG-13735,Edith González,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-GR-10004030,Material de oficina,Grapas,"Advantus Pasadores, Metal",388,5,0.2,53,
4547,MX-2021-117961,26/11/21,01/12/21,Estándar,AG-11095,Ania Gámez,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10000248,Mobiliario,Sillas,"Office Star Silla plegable, Ajustable",3516.8,7,0.2,0,
4558,MX-2019-122049,05/10/19,05/10/19,Mismo día,LC-17800,Lorena Corral,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-GR-10000422,Material de oficina,Grapas,"Advantus Chinchetas, Al por mayor",289.92,4,0.2,82.72,
4624,MX-2022-153857,06/10/22,08/10/22,Rápido,LM-17605,Lucrecia Maldonado,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-PA-10000748,Material de oficina,Papel,"SanDisk Cuaderno, Multicolor",1165.92,7,0.2,232.12,
4625,MX-2022-153857,06/10/22,08/10/22,Rápido,LM-17605,Lucrecia Maldonado,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-PA-10001472,Material de oficina,Papel,"Green Bar Material de oficina, Premium",1032.32,4,0.2,-206.88,
4626,MX-2022-153857,06/10/22,08/10/22,Rápido,LM-17605,Lucrecia Maldonado,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-EL-10003638,Material de oficina,Electrodomésticos,"Breville Batidora, Plateado",2426.4,5,0.2,-182.6,
4649,MX-2022-122511,31/12/22,05/01/23,Estándar,NL-19525,Núria Laureano,Empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-AC-10000155,Tecnología,Accesorios,"Memorex Teclado, Programable",1553.92,4,0.2,407.52,
4752,US-2022-152254,26/12/22,30/12/22,Rápido,AO-10255,Adolfo Ojeda,Pequeña empresa,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-AC-10002296,Tecnología,Accesorios,"Memorex Router, Programable",3963.36,3,0.2,-0.24,
